County,NAICS_Description,Enterprise_Size,Firms,Establishments,Employment,Annual_Payroll
Smith,Clothing and Clothing Accessories Stores,2: <20 employees,41,41,216,6018
Smith,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,17879,18090,11922931,1906744907
Smith,Food and Beverage Stores,2: <20 employees3: 20-99 employees,473,475,16254,28621137
Smith,General Merchandise Stores,2: <20 employees,3,3,9,182
Smith,Accommodation,2: <20 employees3: 20-99 employees,467,467,248221,48393366
Smith,Retail Trade,2: <20 employees3: 20-99 employees,44951,45259,20811457,6788364446
Smith,Accommodation and Food Services,2: <20 employees3: 20-99 employees,22486,22697,14403152,2390648273
Smith,Total,,5132,5920,93327,3908883
Somervell,Total,,195,205,3304,197000
Somervell,Accommodation,2: <20 employees,9,9,72,770
Somervell,Retail Trade,2: <20 employees,16,16,66,1445
Somervell,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,154,154,10070,12751300
Somervell,Accommodation and Food Services,2: <20 employees3: 20-99 employees,246,246,172120,20452262
Starr,Retail Trade,2: <20 employees3: 20-99 employees,617,617,284235,65657019
Starr,Food and Beverage Stores,2: <20 employees,19,19,99,1434
Starr,Food Services and Drinking Places,2: <20 employees,31,31,167,1954
Starr,Total,,507,579,9291,188570
Starr,Accommodation and Food Services,2: <20 employees,33,33,174,2016
Statewide Texas,Total,,650,1269,423181,24737749
Stephens,Total,,246,248,2060,85443
Stephens,Accommodation and Food Services,2: <20 employees3: 20-99 employees,175,175,53127,7091661
Stephens,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,155,155,42127,5731661
Stephens,Retail Trade,2: <20 employees,24,24,84,2014
Sterling,Total,,49,50,296,15266
Sterling,Accommodation,2: <20 employees,3,3,5,116
Sterling,Accommodation and Food Services,2: <20 employees,3,3,5,116
Stonewall,Food Services and Drinking Places,2: <20 employees,3,3,21,120
Stonewall,Total,,49,49,452,18914
Stonewall,Accommodation and Food Services,2: <20 employees,4,4,23,133
Stonewall,Retail Trade,2: <20 employees,4,4,12,303
Sutton,Accommodation,3: 20-99 employees,4,4,94,3207
Sutton,Accommodation and Food Services,2: <20 employees3: 20-99 employees,66,66,30144,3953930
Sutton,Food Services and Drinking Places,2: <20 employees,5,5,30,296
Sutton,Retail Trade,2: <20 employees,10,10,23,592
Sutton,Total,,111,118,1037,49137
Swisher,Total,,131,133,911,30256
Swisher,Retail Trade,2: <20 employees,9,9,60,1767
Swisher,Food Services and Drinking Places,2: <20 employees,4,4,50,509
Swisher,Accommodation and Food Services,2: <20 employees,5,5,51,522
Tarrant,Total,,33667,42789,805016,40178984
Tarrant,General Merchandise Stores,2: <20 employees,26,26,53,1249
Tarrant,Food and Beverage Stores,2: <20 employees3: 20-99 employees,50946,51458,17101665,3233938762
Tarrant,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,1704643,1720743,1034923309,190562384433
Tarrant,Clothing and Clothing Accessories Stores,2: <20 employees3: 20-99 employees,25219,25328,1094415,2788713334
Tarrant,Accommodation and Food Services,2: <20 employees3: 20-99 employees,1884698,1901800,1144924944,211756416407
Tarrant,Accommodation,2: <20 employees3: 20-99 employees,18056,18157,11001635,2119431974
Tarrant,Retail Trade,2: <20 employees3: 20-99 employees,2962278,3004372,116798806,360661338578
Taylor,Accommodation and Food Services,2: <20 employees3: 20-99 employees,15267,15285,11062567,1816940311
Taylor,Clothing and Clothing Accessories Stores,2: <20 employees,27,27,97,2214
Taylor,Food and Beverage Stores,2: <20 employees,19,21,84,1466
Taylor,Retail Trade,2: <20 employees3: 20-99 employees,23124,23828,936614,3074727273
Taylor,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,11962,11980,8482450,1355138133
Taylor,Accommodation,2: <20 employees3: 20-99 employees,335,335,258117,46182178
Taylor,Total,,2953,3451,56046,2120029
Terrell,Total,,14,14,49,1841
Terrell,Retail Trade,2: <20 employees,3,3,6,141
Terry,Total,,209,221,2135,75311
Terry,Accommodation,2: <20 employees,4,4,39,591
Terry,Accommodation and Food Services,2: <20 employees3: 20-99 employees,153,153,11280,14091287
Terry,Retail Trade,2: <20 employees,18,18,80,2688
Terry,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,113,113,7380,8181287
Throckmorton,Retail Trade,2: <20 employees,8,8,19,532
Throckmorton,Total,,48,49,272,9333
Titus,Total,,579,619,14269,533460
Titus,Accommodation,2: <20 employees,11,11,72,1129
Titus,Accommodation and Food Services,2: <20 employees3: 20-99 employees,4114,4114,301519,45927135
Titus,Clothing and Clothing Accessories Stores,2: <20 employees,9,9,43,898
Titus,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,3012,3012,229472,34636439
Titus,Food and Beverage Stores,2: <20 employees,5,5,19,327
Titus,Retail Trade,2: <20 employees3: 20-99 employees,557,567,331212,88776039
Tom Green,Retail Trade,2: <20 employees3: 20-99 employees,17929,18138,925556,2813919570
Tom Green,Food and Beverage Stores,2: <20 employees3: 20-99 employees,184,184,8484,9211277
Tom Green,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,11847,11857,8051687,1285728109
Tom Green,Clothing and Clothing Accessories Stores,2: <20 employees,28,29,136,3448
Tom Green,Accommodation and Food Services,2: <20 employees3: 20-99 employees,13559,13569,9111994,1472932866
Tom Green,Accommodation,2: <20 employees3: 20-99 employees,1712,1712,106307,18724757
Tom Green,Total,,2371,2755,41157,1666200
Travis,Total,,30551,36577,623361,39690510
Travis,Accommodation,2: <20 employees3: 20-99 employees,10346,11646,5321641,1471545955
Travis,Accommodation and Food Services,2: <20 employees3: 20-99 employees,1494733,1510802,1004928557,225424610992
Travis,Clothing and Clothing Accessories Stores,2: <20 employees3: 20-99 employees,22119,22424,1080309,3039811336
Travis,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,1391687,1394756,951726916,210709565037
Travis,Food and Beverage Stores,2: <20 employees3: 20-99 employees,29431,30435,1371974,3304622921
Travis,General Merchandise Stores,2: <20 employees,9,9,30,639
Travis,Retail Trade,2: <20 employees3: 20-99 employees,2087210,2132261,93446088,314008239575
Trinity,Food and Beverage Stores,2: <20 employees,5,5,12,118
Trinity,Retail Trade,2: <20 employees,17,17,55,1028
Trinity,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,103,103,6764,8051040
Trinity,Total,,168,181,1757,55338
Trinity,Accommodation and Food Services,2: <20 employees3: 20-99 employees,113,114,6968,8111353
Tyler,Total,,259,278,2055,64577
Tyler,Accommodation,2: <20 employees,4,4,21,322
Tyler,Accommodation and Food Services,2: <20 employees3: 20-99 employees,163,163,6954,1113899
Tyler,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,123,123,4854,791899
Tyler,Retail Trade,2: <20 employees,25,25,115,2372
Upshur,Retail Trade,2: <20 employees3: 20-99 employees,435,436,18786,47822517
Upshur,Accommodation and Food Services,2: <20 employees3: 20-99 employees,2012,2012,81471,9316486
Upshur,Total,,498,520,4887,178471
Upshur,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,1911,1911,78441,9125640
Upshur,Food and Beverage Stores,2: <20 employees,3,3,20,331
Upton,Food Services and Drinking Places,2: <20 employees,5,5,28,214
Upton,Accommodation and Food Services,2: <20 employees,6,6,35,271
Upton,Total,,74,82,1306,82688
Uvalde,Total,,592,641,7087,237737
Uvalde,Accommodation,2: <20 employees3: 20-99 employees,235,235,143105,28442734
Uvalde,Accommodation and Food Services,2: <20 employees3: 20-99 employees,5514,5517,351387,55486679
Uvalde,Clothing and Clothing Accessories Stores,2: <20 employees,6,6,23,765
Uvalde,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,329,3212,208282,27043945
Uvalde,Food and Beverage Stores,2: <20 employees,10,11,45,770
Uvalde,Retail Trade,2: <20 employees3: 20-99 employees,5410,5515,277158,66816858
Val Verde,Food and Beverage Stores,2: <20 employees,18,18,57,819
Val Verde,General Merchandise Stores,2: <20 employees,4,4,24,1033
Val Verde,Accommodation and Food Services,2: <20 employees3: 20-99 employees,5114,5116,369587,49938367
Val Verde,Accommodation,2: <20 employees,13,13,106,1804
Val Verde,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,3814,3816,263587,31898367
Val Verde,Retail Trade,2: <20 employees3: 20-99 employees,7715,7719,335384,751214329
Val Verde,Clothing and Clothing Accessories Stores,2: <20 employees,9,9,35,524
Val Verde,Total,,739,811,11484,318611
Van Zandt,Clothing and Clothing Accessories Stores,2: <20 employees,5,5,24,625
Van Zandt,Total,,861,910,8648,308420
Van Zandt,Retail Trade,2: <20 employees3: 20-99 employees,926,928,436137,112154614
Van Zandt,Food and Beverage Stores,2: <20 employees,4,4,4,159
Van Zandt,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,5812,5812,385363,61726175
Van Zandt,Accommodation and Food Services,2: <20 employees3: 20-99 employees,6614,6614,425436,67247466
Van Zandt,Accommodation,2: <20 employees,8,8,40,552
Victoria,Retail Trade,2: <20 employees3: 20-99 employees,17223,17228,857763,2562932004
Victoria,Food and Beverage Stores,2: <20 employees3: 20-99 employees,183,183,5493,7801534
Victoria,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,8644,8654,5861504,982426891
Victoria,Clothing and Clothing Accessories Stores,2: <20 employees,14,14,71,2074
Victoria,Accommodation and Food Services,2: <20 employees3: 20-99 employees,10046,10056,6641555,1158727437
Victoria,Accommodation,2: <20 employees,14,14,78,1763
Victoria,Total,,2079,2325,33413,1523650
Walker,Total,,972,1025,12703,390571
Walker,Accommodation and Food Services,2: <20 employees3: 20-99 employees,6320,6321,350628,586610012
Walker,Food and Beverage Stores,2: <20 employees,7,8,40,1073
Walker,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,4619,4620,246554,40098385
Walker,Accommodation,2: <20 employees,17,17,104,1857
Walker,Retail Trade,2: <20 employees3: 20-99 employees,9311,9512,436369,1183017526
Walker,Clothing and Clothing Accessories Stores,2: <20 employees,5,5,21,1124
Waller,Total,,772,812,12310,553204
Waller,Accommodation,2: <20 employees,9,9,58,999
Waller,Retail Trade,2: <20 employees3: 20-99 employees,536,537,206149,63395095
Waller,Food and Beverage Stores,2: <20 employees,9,9,35,675
Waller,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,217,218,134204,24032981
Waller,Accommodation and Food Services,2: <20 employees3: 20-99 employees,307,308,192204,34022981
Ward,Food and Beverage Stores,2: <20 employees,4,4,34,602
Ward,Accommodation and Food Services,2: <20 employees3: 20-99 employees,275,275,160172,41373436
Ward,Total,,306,324,4369,267510
Ward,Accommodation,2: <20 employees,10,10,79,1798
Ward,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,173,173,81117,23392397
Ward,Retail Trade,2: <20 employees,11,11,76,2192
Washington,Total,,855,919,12299,454613
Washington,Accommodation,2: <20 employees3: 20-99 employees,153,153,8779,18561886
Washington,Retail Trade,2: <20 employees3: 20-99 employees,7813,8117,371413,1044914335
Washington,Accommodation and Food Services,2: <20 employees3: 20-99 employees,6015,6018,404427,75718554
Washington,Clothing and Clothing Accessories Stores,2: <20 employees,9,9,31,764
Washington,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,4512,4515,317348,57156668
Washington,Food and Beverage Stores,2: <20 employees,7,7,30,690
Webb,Accommodation and Food Services,2: <20 employees3: 20-99 employees,20669,20677,13592732,1946341696
Webb,Total,,4789,5555,79753,2397660
Webb,Retail Trade,2: <20 employees3: 20-99 employees,35841,36559,15681220,3720034338
Webb,General Merchandise Stores,2: <20 employees,8,8,15,294
Webb,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,18960,18968,12382508,1704438158
Webb,Clothing and Clothing Accessories Stores,2: <20 employees3: 20-99 employees,588,6110,270215,65485072
Webb,Accommodation,2: <20 employees3: 20-99 employees,179,179,121224,24193538
Webb,Food and Beverage Stores,2: <20 employees3: 20-99 employees,317,329,142235,22134664
Wharton,Total,,917,1003,11393,435159
Wharton,Retail Trade,2: <20 employees3: 20-99 employees,1108,1108,494207,122699125
Wharton,Accommodation,2: <20 employees,13,13,30,535
Wharton,Food and Beverage Stores,2: <20 employees,16,16,46,687
Wharton,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,3615,3617,315497,42036957
Wharton,Clothing and Clothing Accessories Stores,2: <20 employees,5,5,13,156
Wharton,Accommodation and Food Services,2: <20 employees3: 20-99 employees,4915,4917,345497,47386957
Wheeler,Food Services and Drinking Places,2: <20 employees,11,11,102,1215
Wheeler,Accommodation and Food Services,2: <20 employees3: 20-99 employees,203,203,16663,2257706
Wheeler,Accommodation,2: <20 employees,9,9,64,1042
Wheeler,Total,,163,175,1281,41359
Wheeler,Retail Trade,2: <20 employees,16,16,89,2050
Wichita,Clothing and Clothing Accessories Stores,2: <20 employees,17,17,97,2334
Wichita,Accommodation,2: <20 employees3: 20-99 employees,235,235,163113,29561496
Wichita,Retail Trade,2: <20 employees3: 20-99 employees,24019,24320,1073455,2940718608
Wichita,Food and Beverage Stores,2: <20 employees,27,29,90,1648
Wichita,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,12255,12460,7751884,1074126440
Wichita,Total,,2715,3060,45571,1692342
Wichita,Accommodation and Food Services,2: <20 employees3: 20-99 employees,14560,14765,9381997,1369727936
Wilbarger,Total,,274,289,3245,112984
Wilbarger,Accommodation and Food Services,2: <20 employees3: 20-99 employees,206,207,121168,16052759
Wilbarger,Accommodation,2: <20 employees,6,6,15,262
Wilbarger,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,145,145,106119,13431790
Wilbarger,Food and Beverage Stores,2: <20 employees,4,4,12,127
Wilbarger,Retail Trade,2: <20 employees,23,23,93,2257
Willacy,Accommodation,2: <20 employees,5,5,18,241
Willacy,Total,,171,190,2135,68745
Willacy,Retail Trade,2: <20 employees,11,11,59,1254
Willacy,Food and Beverage Stores,2: <20 employees,3,3,7,136
Willacy,Food Services and Drinking Places,2: <20 employees,12,12,74,823
Willacy,Accommodation and Food Services,2: <20 employees,17,17,92,1064
Williamson,Total,,9625,11419,166460,8580799
Williamson,General Merchandise Stores,2: <20 employees,3,3,4,39
Williamson,Accommodation,2: <20 employees3: 20-99 employees,3820,3820,321541,730910303
Williamson,Accommodation and Food Services,2: <20 employees3: 20-99 employees,454190,454199,28476497,54535119415
Williamson,Clothing and Clothing Accessories Stores,2: <20 employees,40,40,143,4075
Williamson,Retail Trade,2: <20 employees3: 20-99 employees,67568,68275,26821859,8202982120
Williamson,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,416170,416179,25265956,47226109112
Williamson,Food and Beverage Stores,2: <20 employees3: 20-99 employees,887,888,328143,62943132
Wilson,Total,,673,718,6517,242089
Wilson,Retail Trade,2: <20 employees3: 20-99 employees,529,529,246168,62777617
Wilson,Accommodation,2: <20 employees,10,10,46,828
Wilson,Accommodation and Food Services,2: <20 employees3: 20-99 employees,467,467,281193,41632781
Wilson,Clothing and Clothing Accessories Stores,2: <20 employees,3,3,2,59
Wilson,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,366,366,235161,33352242
Wilson,Food and Beverage Stores,2: <20 employees,7,7,33,356
Winkler,Food and Beverage Stores,2: <20 employees,3,3,29,655
Winkler,Retail Trade,2: <20 employees,12,12,65,1920
Winkler,Food Services and Drinking Places,2: <20 employees,5,5,19,424
Winkler,Total,,168,183,2573,188565
Winkler,Accommodation,2: <20 employees,3,3,16,316
Winkler,Accommodation and Food Services,2: <20 employees,8,8,35,740
Wise,Accommodation,2: <20 employees,19,19,94,1357
Wise,Accommodation and Food Services,2: <20 employees3: 20-99 employees,5617,5619,322479,48097318
Wise,Clothing and Clothing Accessories Stores,2: <20 employees,9,9,27,427
Wise,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,3717,3719,228479,34527318
Wise,Food and Beverage Stores,2: <20 employees,15,15,64,1195
Wise,Retail Trade,2: <20 employees3: 20-99 employees,1068,1088,579264,1539612611
Wise,Total,,1274,1368,18308,886374
Wood,Food and Beverage Stores,2: <20 employees,3,3,23,347
Wood,Total,,743,806,7984,300575
Wood,Retail Trade,2: <20 employees3: 20-99 employees,707,707,375128,104965726
Wood,Accommodation and Food Services,2: <20 employees3: 20-99 employees,5315,5316,301400,48965517
Wood,Accommodation,2: <20 employees,12,12,48,1262
Wood,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,4114,4115,253353,36344798
Wood,Clothing and Clothing Accessories Stores,2: <20 employees,4,4,11,136
Yoakum,Retail Trade,2: <20 employees,18,18,77,2631
Yoakum,Accommodation and Food Services,2: <20 employees,18,18,74,1172
Yoakum,Total,,178,192,2177,133476
Yoakum,Food Services and Drinking Places,2: <20 employees,16,16,69,1103
Young,Accommodation,2: <20 employees,4,4,56,1265
Young,Accommodation and Food Services,2: <20 employees3: 20-99 employees,256,257,183211,33283488
Young,Clothing and Clothing Accessories Stores,2: <20 employees,3,3,9,198
Young,Food Services and Drinking Places,2: <20 employees3: 20-99 employees,216,217,127211,20633488
Young,Total,,556,579,5753,244532
Young,Retail Trade,2: <20 employees3: 20-99 employees,423,423,24392,67332350
Zapata,Accommodation,2: <20 employees,4,4,15,180
Zapata,Accommodation and Food Services,2: <20 employees,16,16,79,830
Zapata,Food Services and Drinking Places,2: <20 employees,12,12,64,650
Zapata,Retail Trade,2: <20 employees3: 20-99 employees,104,104,3658,6061215
Zapata,Total,,130,133,1609,54522
Zavala,Retail Trade,2: <20 employees,11,11,36,350
Zavala,Accommodation and Food Services,2: <20 employees,14,14,85,991
Zavala,Accommodation,2: <20 employees,3,3,9,237
Zavala,Total,,94,103,1371,37332
Zavala,Food Services and Drinking Places,2: <20 employees,11,11,76,754
Zavala,Food and Beverage Stores,2: <20 employees,3,3,7,80
